Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan #morbi,7.15315E+15,2020-08-13 14:00 +0000,493,25,0.050709939,0,1,5,1,0,0,1,0,0,0,0,0,0,17,17
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis #suscipit,9.93239E+15,2020-08-13 12:54 +0000,58,2,0.034482759,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1
suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien #nunc,5.83093E+15,2020-08-13 12:33 +0000,791,12,0.01517067,0,1,2,1,0,0,8,0,0,0,0,0,0,0,0
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar #orci,9.08298E+14,2020-08-13 04:10 +0000,271,4,0.014760148,0,2,1,0,0,0,0,0,0,0,0,0,0,16,1
mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti #ultrices,5.1436E+15,2020-08-13 04:02 +0000,196,7,0.035714286,0,1,3,0,0,0,1,0,0,0,0,0,0,9,2
feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea #eu,1.69456E+15,2020-08-13 03:58 +0000,117,3,0.025641026,0,1,2,0,0,0,0,0,0,0,0,0,0,18,0
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #aliquet,9.72551E+15,2020-08-13 03:47 +0000,86,3,0.034883721,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et #non,5.81133E+14,2020-08-13 02:31 +0000,99,3,0.03030303,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #non,3.44883E+15,2020-08-12 22:41 +0000,644,2,0.00310559,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus #quam,1.83108E+15,2020-08-12 19:18 +0000,221,3,0.013574661,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #pede,8.05432E+15,2020-08-12 19:18 +0000,253,1,0.003952569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #tortor,7.96385E+15,2020-08-12 13:44 +0000,349,4,0.011461318,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #nisl,4.16763E+15,2020-08-12 13:38 +0000,1565,50,0.031948882,0,3,6,2,0,0,17,0,0,0,0,0,0,250,22
velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #erat,2.91144E+15,2020-08-11 21:17 +0000,390,10,0.025641026,0,0,3,0,0,0,5,0,0,0,0,0,0,37,2
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #risus,8.78934E+15,2020-08-11 12:27 +0000,1669,71,0.042540443,5,0,13,2,23,1,27,0,0,0,0,0,0,0,0
sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices #nunc,2.84557E+15,2020-08-11 12:22 +0000,574,12,0.020905923,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0
at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut #id,4.95959E+15,2020-08-11 00:35 +0000,173,2,0.011560694,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #at,7.09995E+15,2020-08-11 00:28 +0000,74,3,0.040540541,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa #orci,1.59077E+15,2020-08-11 00:21 +0000,142,4,0.028169014,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #luctus,4.78915E+15,2020-08-10 21:56 +0000,155,1,0.006451613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at #lacinia,7.25236E+14,2020-08-10 19:22 +0000,452,5,0.011061947,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus #in,7.75915E+15,2020-08-10 17:42 +0000,689,1,0.001451379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #aliquet,2.76513E+15,2020-08-10 16:03 +0000,52,1,0.019230769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum #placerat,4.20386E+15,2020-08-10 15:29 +0000,180,2,0.011111111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut #aenean,4.7946E+15,2020-08-10 14:40 +0000,1160,91,0.078448276,0,0,8,3,3,1,11,0,0,0,0,0,0,65,65
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #rhoncus,8.89954E+15,2020-08-10 13:39 +0000,898,64,0.071269488,0,4,9,0,0,0,11,0,0,0,0,0,0,40,40
amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #purus,3.59174E+15,2020-08-10 13:39 +0000,3957,104,0.026282537,1,3,10,5,42,0,43,0,0,0,0,0,0,0,0
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit #eu,1.37003E+15,2020-08-10 13:16 +0000,1090,38,0.034862385,4,0,7,0,5,2,11,0,0,0,0,0,0,9,9
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #dui,6.23033E+15,2020-08-10 12:55 +0000,3746,399,0.106513615,1,8,45,9,0,2,53,0,0,0,0,0,0,281,281
diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi #convallis,1.18398E+15,2020-08-09 18:37 +0000,509,95,0.186640472,0,1,6,2,2,0,12,0,0,0,0,0,0,72,72
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #nulla,3.61028E+15,2020-08-08 13:43 +0000,44,4,0.090909091,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #porta,8.20202E+15,2020-08-07 17:34 +0000,36,3,0.083333333,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #porttitor,4.811E+15,2020-08-07 16:14 +0000,16,1,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales #platea,6.85981E+13,2020-08-07 12:59 +0000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit #velit,6.43075E+15,2020-08-07 12:47 +0000,2166,122,0.056325023,0,5,6,3,19,0,13,0,0,0,0,0,0,76,76
quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque #vel,7.11911E+14,2020-08-07 01:09 +0000,162,3,0.018518519,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #in,9.72317E+15,2020-08-06 20:01 +0000,521,26,0.049904031,1,0,5,0,1,0,2,0,0,0,0,0,0,224,17
nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #ac,7.44616E+15,2020-08-06 19:59 +0000,208,9,0.043269231,0,1,3,2,0,0,2,0,0,0,0,0,0,51,1
et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit #accumsan,2.75664E+15,2020-08-06 18:20 +0000,408,8,0.019607843,0,1,3,0,0,0,1,0,0,0,0,0,0,133,3
tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla #ligula,1.64136E+15,2020-08-06 15:52 +0000,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer #eget,9.44149E+15,2020-08-06 15:47 +0000,406,5,0.012315271,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in #pulvinar,5.94888E+15,2020-08-06 15:46 +0000,826,8,0.00968523,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend #eget,1.70306E+15,2020-08-06 15:37 +0000,71,1,0.014084507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #ultrices,6.85008E+15,2020-08-06 15:35 +0000,67,2,0.029850746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #cursus,9.67261E+15,2020-08-06 15:33 +0000,101,5,0.04950495,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #pharetra,7.24228E+15,2020-08-06 15:30 +0000,37,5,0.135135135,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque #dictumst,7.86915E+15,2020-08-06 15:26 +0000,83,2,0.024096386,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla #integer,9.47838E+14,2020-08-06 15:12 +0000,73,1,0.01369863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #sapien,1.26029E+15,2020-08-06 14:57 +0000,270,10,0.037037037,0,2,2,0,0,0,6,0,0,0,0,0,0,74,0
etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada #in,6.16542E+15,3,0.024590164,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #libero,5.80779E+15,2020-08-06 14:54 +0000,93,4,0.043010753,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede #vestibulum,1.75479E+15,2020-08-06 14:09 +0000,986,19,0.019269777,0,2,9,0,1,0,3,0,0,0,0,0,0,139,4
rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et #mus,8.26587E+15,2020-08-05 18:47 +0000,284,3,0.01056338,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc #penatibus,3.62726E+15,2020-08-05 18:02 +0000,198,8,0.04040404,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5
vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras #at,9.07963E+15,2020-08-05 15:08 +0000,899,11,0.012235818,0,1,5,5,0,0,0,0,0,0,0,0,0,113,0
dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #id,8.60679E+15,2020-08-05 14:21 +0000,313,1,0.003194888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc #nibh,1.30231E+15,2020-08-05 14:00 +0000,246,3,0.012195122,0,0,1,0,0,0,0,0,0,0,0,0,0,38,2
pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #venenatis,8.30039E+15,2020-08-05 12:53 +0000,1686,29,0.017200474,1,1,10,2,0,0,15,0,0,0,0,0,0,0,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae #nulla,7.44502E+15,2020-08-05 12:40 +0000,540,7,0.012962963,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum #vestibulum,1.40487E+15,2020-08-05 12:38 +0000,496,7,0.014112903,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0
condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna #neque,4.82969E+15,2020-08-05 03:11 +0000,277,3,0.010830325,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #diam,6.06534E+15,2020-08-05 01:52 +0000,26,1,0.038461538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla #penatibus,7.80575E+14,2020-08-05 00:30 +0000,366,12,0.032786885,0,1,2,2,6,0,0,0,0,0,0,0,0,1,1
integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus #in,4.24654E+13,2020-08-04 19:03 +0000,197,3,0.015228426,0,0,1,0,0,0,1,0,0,0,0,0,0,64,1
vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in #erat,8.42466E+15,2020-08-04 18:23 +0000,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #ante,8.89472E+15,2020-08-04 17:01 +0000,631,19,0.030110935,0,1,2,0,11,0,5,0,0,0,0,0,0,0,0
morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed #potenti,2.19928E+15,2020-08-04 15:26 +0000,614,1,0.001628664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet #quam,6.82991E+15,2020-08-04 15:05 +0000,535,14,0.026168224,0,0,3,0,0,0,6,0,0,0,0,0,0,162,5
erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut #libero,6.66833E+15,2020-08-04 13:07 +0000,347,8,0.023054755,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam #vitae,5.83692E+15,2020-08-04 01:18 +0000,1900,205,0.107894737,1,3,19,3,2,0,20,0,0,0,0,0,0,157,157
quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla #ut,5.37758E+15,2020-08-04 00:57 +0000,82,1,0.012195122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet #laoreet,6.82221E+15,2020-08-04 00:50 +0000,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #quam,4.3757E+15,2020-08-04 00:47 +0000,54,2,0.037037037,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi #ligula,1.79302E+15,2020-08-04 00:44 +0000,184,2,0.010869565,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper #eget,9.72256E+15,2020-08-03 23:55 +0000,178,1,0.005617978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio #magna,1.7652E+15,2020-08-03 23:34 +0000,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #elit,6.15078E+15,2020-08-03 23:05 +0000,342,6,0.01754386,0,1,2,0,2,0,0,0,0,0,0,0,0,97,1
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices #in,7.61418E+15,2020-08-03 18:55 +0000,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis #primis,1.85629E+15,2020-08-03 17:16 +0000,1080,7,0.006481481,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0
massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum #cubilia,3.00497E+15,2020-08-03 16:33 +0000,212,2,0.009433962,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent #nulla,7.49125E+15,2020-08-03 15:06 +0000,418,7,0.016746411,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis #ut,4.80389E+15,2020-08-03 14:54 +0000,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla #dolor,5.20967E+15,2020-08-03 14:05 +0000,644,1,0.001552795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in #vulputate,8.78606E+15,2020-08-03 13:50 +0000,1538,28,0.018205462,4,1,8,3,4,0,3,0,0,0,0,0,0,5,5
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis #duis,5.84906E+15,2020-08-03 13:47 +0000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #phasellus,4.3003E+15,2020-08-03 13:46 +0000,307,5,0.016286645,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in #eget,3.77488E+14,2020-08-03 12:56 +0000,228,4,0.01754386,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl #semper,6.06143E+15,2020-08-03 12:52 +0000,6807,1118,0.164242691,3,11,65,15,0,0,241,0,0,0,0,0,0,783,783
at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet #turpis,4.5515E+15,2020-08-03 11:57 +0000,1094,34,0.031078611,1,1,7,0,5,1,7,0,0,0,0,0,0,12,12
nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero #donec,4.66961E+15,2020-08-03 03:32 +0000,3818,155,0.040597171,2,4,7,2,22,0,29,0,0,0,0,0,0,89,89
tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel #maecenas,9.39031E+15,2020-08-02 22:47 +0000,320,4,0.0125,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #duis,2.82128E+14,2020-08-02 22:39 +0000,87,3,0.034482759,0,0,1,0,0,0,0,0,0,0,0,0,0,25,2
sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at #nulla,9.22261E+15,2020-08-02 22:39 +0000,1236,134,0.108414239,2,0,6,1,7,1,19,0,0,0,0,0,0,98,98
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #consectetuer,2.52505E+15,2020-08-02 22:27 +0000,1335,17,0.012734082,1,1,9,0,0,0,6,0,0,0,0,0,0,0,0
magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet #risus,7.78229E+14,2020-08-02 19:46 +0000,1241,159,0.128122482,0,0,7,0,0,0,9,0,0,0,0,0,0,143,143
amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla #eros,9.42087E+15,2020-08-02 12:58 +0000,966,21,0.02173913,0,2,6,1,0,0,7,0,0,0,0,0,0,185,5
nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus #molestie,4.04442E+15,2020-08-02 01:38 +0000,144,1,0.006944444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh #ut,2.63894E+15,2020-08-02 01:24 +0000,417,35,0.083932854,1,0,1,3,0,0,8,0,0,0,0,0,0,937,22
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at #elementum,3.36024E+15,2020-08-01 18:44 +0000,552,3,0.005434783,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut #etiam,6.8303E+15,2020-08-01 16:57 +0000,671,22,0.032786885,0,1,4,4,0,0,3,0,0,0,0,0,0,87,10
nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum #adipiscing,9.63318E+15,2020-08-01 12:20 +0000,3733,97,0.025984463,0,6,9,5,0,0,77,0,0,0,0,0,0,0,0
imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula #orci,7.88498E+15,2020-09-30 23:29 +0000,303,12,0.03960396,0,1,4,1,0,0,2,0,0,0,0,0,0,76,4
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec #mauris,9.30492E+15,2020-09-30 22:43 +0000,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
